ID,BSSID,SSID,RSSI,cellID,type,scanID
3679,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-59,1,training,302
3680,60:33:4b:e4:c5:69,Netwerk van Joost,-70,1,training,302
3681,fc:ec:da:1a:0a:e9,innovate,-70,1,training,302
3682,84:9c:a6:90:1f:88,Nitro,-68,1,training,302
3683,fe:ec:da:1a:0a:e9,,-70,1,training,302
3684,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,302
3685,26:a4:3c:ed:e9:d6,verborgen,-93,1,training,302
3686,b2:c2:87:e4:22:98,Ziggo,-58,1,training,303
3687,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-58,1,training,303
3688,60:33:4b:e4:c5:69,Netwerk van Joost,-66,1,training,303
3689,fc:ec:da:1a:0a:e9,innovate,-68,1,training,303
3690,84:9c:a6:90:1f:88,Nitro,-68,1,training,303
3691,fe:ec:da:1a:0a:e9,,-68,1,training,303
3692,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,303
3693,26:a4:3c:ed:e9:d6,verborgen,-93,1,training,303
3694,b2:c2:87:e4:22:98,Ziggo,-58,1,training,304
3695,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-58,1,training,304
3696,60:33:4b:e4:c5:69,Netwerk van Joost,-71,1,training,304
3697,fc:ec:da:1a:0a:e9,innovate,-76,1,training,304
3698,84:9c:a6:90:1f:88,Nitro,-76,1,training,304
3699,fe:ec:da:1a:0a:e9,,-68,1,training,304
3700,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,304
3701,26:a4:3c:ed:e9:d6,verborgen,-93,1,training,304
3702,ac:22:05:23:8a:eb,SRK,-92,1,training,304
3703,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,304
3704,b2:c2:87:e4:22:98,Ziggo,-55,1,training,305
3705,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-55,1,training,305
3706,60:33:4b:e4:c5:69,Netwerk van Joost,-65,1,training,305
3707,fc:ec:da:1a:0a:e9,innovate,-72,1,training,305
3708,84:9c:a6:90:1f:88,Nitro,-76,1,training,305
3709,fe:ec:da:1a:0a:e9,,-68,1,training,305
3710,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-78,1,training,305
3711,ac:22:05:23:8a:eb,SRK,-92,1,training,305
3712,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,305
3713,b2:c2:87:e4:22:98,Ziggo,-55,1,training,306
3714,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-55,1,training,306
3715,60:33:4b:e4:c5:69,Netwerk van Joost,-65,1,training,306
3716,fc:ec:da:1a:0a:e9,innovate,-72,1,training,306
3717,84:9c:a6:90:1f:88,Nitro,-78,1,training,306
3718,fe:ec:da:1a:0a:e9,,-68,1,training,306
3719,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-79,1,training,306
3720,ac:22:05:23:8a:eb,SRK,-92,1,training,306
3721,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,306
3722,b2:c2:87:e4:22:98,Ziggo,-55,1,training,307
3723,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-56,1,training,307
3724,60:33:4b:e4:c5:69,Netwerk van Joost,-63,1,training,307
3725,fc:ec:da:1a:0a:e9,innovate,-71,1,training,307
3726,84:9c:a6:90:1f:88,Nitro,-79,1,training,307
3727,fe:ec:da:1a:0a:e9,,-71,1,training,307
3728,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-79,1,training,307
3729,ac:22:05:23:8a:eb,SRK,-92,1,training,307
3730,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,307
3731,b2:c2:87:e4:22:98,Ziggo,-58,1,training,308
3732,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-57,1,training,308
3733,60:33:4b:e4:c5:69,Netwerk van Joost,-67,1,training,308
3734,fc:ec:da:1a:0a:e9,innovate,-71,1,training,308
3735,84:9c:a6:90:1f:88,Nitro,-79,1,training,308
3736,fe:ec:da:1a:0a:e9,,-71,1,training,308
3737,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-79,1,training,308
3738,ac:22:05:23:8a:eb,SRK,-92,1,training,308
3739,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,308
3740,b2:c2:87:e4:22:98,Ziggo,-60,1,training,309
3741,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-57,1,training,309
3742,60:33:4b:e4:c5:69,Netwerk van Joost,-67,1,training,309
3743,fc:ec:da:1a:0a:e9,innovate,-75,1,training,309
3744,84:9c:a6:90:1f:88,Nitro,-74,1,training,309
3745,fe:ec:da:1a:0a:e9,,-75,1,training,309
3746,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-79,1,training,309
3747,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,309
3748,b2:c2:87:e4:22:98,Ziggo,-59,1,training,310
3749,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-59,1,training,310
3750,60:33:4b:e4:c5:69,Netwerk van Joost,-63,1,training,310
3751,fc:ec:da:1a:0a:e9,innovate,-72,1,training,310
3752,84:9c:a6:90:1f:88,Nitro,-74,1,training,310
3753,fe:ec:da:1a:0a:e9,,-72,1,training,310
3754,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-81,1,training,310
3755,b2:c2:87:e4:22:98,Ziggo,-61,1,training,311
3756,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-61,1,training,311
3757,60:33:4b:e4:c5:69,Netwerk van Joost,-67,1,training,311
3758,fc:ec:da:1a:0a:e9,innovate,-72,1,training,311
3759,84:9c:a6:90:1f:88,Nitro,-71,1,training,311
3760,fe:ec:da:1a:0a:e9,,-72,1,training,311
3761,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,1,training,311
3762,b2:c2:87:e4:22:98,Ziggo,-63,1,training,312
3763,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-63,1,training,312
3764,60:33:4b:e4:c5:69,Netwerk van Joost,-67,1,training,312
3765,fc:ec:da:1a:0a:e9,innovate,-69,1,training,312
3766,84:9c:a6:90:1f:88,Nitro,-77,1,training,312
3767,fe:ec:da:1a:0a:e9,,-72,1,training,312
3768,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,1,training,312
3769,b2:c2:87:e4:22:98,Ziggo,-59,1,training,313
3770,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-60,1,training,313
3771,60:33:4b:e4:c5:69,Netwerk van Joost,-65,1,training,313
3772,fc:ec:da:1a:0a:e9,innovate,-73,1,training,313
3773,84:9c:a6:90:1f:88,Nitro,-83,1,training,313
3774,fe:ec:da:1a:0a:e9,,-72,1,training,313
3775,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,1,training,313
3776,b2:c2:87:e4:22:98,Ziggo,-57,1,training,314
3777,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-57,1,training,314
3778,60:33:4b:e4:c5:69,Netwerk van Joost,-66,1,training,314
3779,fc:ec:da:1a:0a:e9,innovate,-75,1,training,314
3780,84:9c:a6:90:1f:88,Nitro,-83,1,training,314
3781,fe:ec:da:1a:0a:e9,,-75,1,training,314
3782,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,1,training,314
3783,b2:c2:87:e4:22:98,Ziggo,-58,1,training,315
3784,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-58,1,training,315
3785,60:33:4b:e4:c5:69,Netwerk van Joost,-65,1,training,315
3786,fc:ec:da:1a:0a:e9,innovate,-74,1,training,315
3787,84:9c:a6:90:1f:88,Nitro,-79,1,training,315
3788,fe:ec:da:1a:0a:e9,,-75,1,training,315
3789,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,1,training,315
3790,b2:c2:87:e4:22:98,Ziggo,-57,1,training,316
3791,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-57,1,training,316
3792,60:33:4b:e4:c5:69,Netwerk van Joost,-67,1,training,316
3793,fc:ec:da:1a:0a:e9,innovate,-74,1,training,316
3794,84:9c:a6:90:1f:88,Nitro,-76,1,training,316
3795,fe:ec:da:1a:0a:e9,,-75,1,training,316
3796,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,316
3797,b2:c2:87:e4:22:98,Ziggo,-57,1,training,317
3798,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-57,1,training,317
3799,60:33:4b:e4:c5:69,Netwerk van Joost,-65,1,training,317
3800,fc:ec:da:1a:0a:e9,innovate,-74,1,training,317
3801,84:9c:a6:90:1f:88,Nitro,-80,1,training,317
3802,fe:ec:da:1a:0a:e9,,-75,1,training,317
3803,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,317
3804,b2:c2:87:e4:22:98,Ziggo,-61,1,training,318
3805,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-61,1,training,318
3806,60:33:4b:e4:c5:69,Netwerk van Joost,-67,1,training,318
3807,fc:ec:da:1a:0a:e9,innovate,-72,1,training,318
3808,84:9c:a6:90:1f:88,Nitro,-80,1,training,318
3809,fe:ec:da:1a:0a:e9,,-72,1,training,318
3810,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,318
3811,36:a4:3c:ed:e9:d6,,-93,1,training,318
3812,26:a4:3c:ed:e9:d6,verborgen,-94,1,training,318
3813,b2:c2:87:e4:22:98,Ziggo,-60,1,training,319
3814,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-60,1,training,319
3815,60:33:4b:e4:c5:69,Netwerk van Joost,-64,1,training,319
3816,fc:ec:da:1a:0a:e9,innovate,-74,1,training,319
3817,84:9c:a6:90:1f:88,Nitro,-75,1,training,319
3818,fe:ec:da:1a:0a:e9,,-74,1,training,319
3819,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,1,training,319
3820,36:a4:3c:ed:e9:d6,,-92,1,training,319
3821,26:a4:3c:ed:e9:d6,verborgen,-94,1,training,319
3822,24:a4:3c:ed:e9:d6,UP-wifi,-93,1,training,319
3823,b2:c2:87:e4:22:98,Ziggo,-60,4,training,320
3824,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-59,4,training,320
3825,60:33:4b:e4:c5:69,Netwerk van Joost,-65,4,training,320
3826,fc:ec:da:1a:0a:e9,innovate,-73,4,training,320
3827,84:9c:a6:90:1f:88,Nitro,-74,4,training,320
3828,fe:ec:da:1a:0a:e9,,-75,4,training,320
3829,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-79,4,training,320
3830,36:a4:3c:ed:e9:d6,,-92,4,training,320
3831,26:a4:3c:ed:e9:d6,verborgen,-94,4,training,320
3832,24:a4:3c:ed:e9:d6,UP-wifi,-93,4,training,320
3833,b2:c2:87:e4:22:98,Ziggo,-40,4,training,321
3834,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,4,training,321
3835,60:33:4b:e4:c5:69,Netwerk van Joost,-53,4,training,321
3836,fc:ec:da:1a:0a:e9,innovate,-61,4,training,321
3837,84:9c:a6:90:1f:88,Nitro,-75,4,training,321
3838,fe:ec:da:1a:0a:e9,,-61,4,training,321
3839,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-79,4,training,321
3840,36:a4:3c:ed:e9:d6,,-92,4,training,321
3841,24:a4:3c:ed:e9:d6,UP-wifi,-93,4,training,321
3842,6a:02:98:05:a1:fd,Ziggo,-86,4,training,321
3843,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,321
3844,b2:c2:87:e4:22:98,Ziggo,-38,4,training,322
3845,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,322
3846,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,322
3847,fc:ec:da:1a:0a:e9,innovate,-61,4,training,322
3848,84:9c:a6:90:1f:88,Nitro,-78,4,training,322
3849,fe:ec:da:1a:0a:e9,,-61,4,training,322
3850,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,322
3851,36:a4:3c:ed:e9:d6,,-92,4,training,322
3852,6a:02:98:05:a1:fd,Ziggo,-86,4,training,322
3853,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,322
3854,ae:22:15:23:8a:eb,Ziggo,-88,4,training,322
3855,68:02:b8:05:c5:14,Partytime,-91,4,training,322
3856,84:9c:a6:2a:dc:f5,Hanoeman,-92,4,training,322
3857,18:35:d1:2b:3d:61,WillemGM,-93,4,training,322
3858,b2:c2:87:e4:22:98,Ziggo,-39,4,training,323
3859,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-39,4,training,323
3860,60:33:4b:e4:c5:69,Netwerk van Joost,-41,4,training,323
3861,fc:ec:da:1a:0a:e9,innovate,-60,4,training,323
3862,84:9c:a6:90:1f:88,Nitro,-72,4,training,323
3863,fe:ec:da:1a:0a:e9,,-61,4,training,323
3864,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,323
3865,6a:02:98:05:a1:fd,Ziggo,-86,4,training,323
3866,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,323
3867,ae:22:15:23:8a:eb,Ziggo,-88,4,training,323
3868,68:02:b8:05:c5:14,Partytime,-91,4,training,323
3869,84:9c:a6:2a:dc:f5,Hanoeman,-92,4,training,323
3870,18:35:d1:2b:3d:61,WillemGM,-93,4,training,323
3871,c8:0e:14:4a:ec:06,Casa del Vino,-82,4,training,323
3872,b2:c2:87:e4:22:98,Ziggo,-38,4,training,324
3873,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,324
3874,60:33:4b:e4:c5:69,Netwerk van Joost,-41,4,training,324
3875,fc:ec:da:1a:0a:e9,innovate,-60,4,training,324
3876,84:9c:a6:90:1f:88,Nitro,-72,4,training,324
3877,fe:ec:da:1a:0a:e9,,-60,4,training,324
3878,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,324
3879,6a:02:98:05:a1:fd,Ziggo,-86,4,training,324
3880,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,324
3881,ae:22:15:23:8a:eb,Ziggo,-88,4,training,324
3882,68:02:b8:05:c5:14,Partytime,-91,4,training,324
3883,84:9c:a6:2a:dc:f5,Hanoeman,-92,4,training,324
3884,18:35:d1:2b:3d:61,WillemGM,-93,4,training,324
3885,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,324
3886,ac:22:05:23:8a:eb,SRK,-91,4,training,324
3887,e4:57:40:94:e9:cc,Ziggo9553682,-92,4,training,324
3888,b2:c2:87:e4:22:98,Ziggo,-42,4,training,325
3889,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-43,4,training,325
3890,60:33:4b:e4:c5:69,Netwerk van Joost,-41,4,training,325
3891,fc:ec:da:1a:0a:e9,innovate,-64,4,training,325
3892,84:9c:a6:90:1f:88,Nitro,-66,4,training,325
3893,fe:ec:da:1a:0a:e9,,-64,4,training,325
3894,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,325
3895,6a:02:98:05:a1:fd,Ziggo,-86,4,training,325
3896,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,325
3897,ae:22:15:23:8a:eb,Ziggo,-88,4,training,325
3898,68:02:b8:05:c5:14,Partytime,-91,4,training,325
3899,84:9c:a6:2a:dc:f5,Hanoeman,-92,4,training,325
3900,18:35:d1:2b:3d:61,WillemGM,-93,4,training,325
3901,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,325
3902,ac:22:05:23:8a:eb,SRK,-91,4,training,325
3903,e4:57:40:94:e9:cc,Ziggo9553682,-92,4,training,325
3904,84:9c:a6:ad:0b:6c,VGV7519AD0B6C,-92,4,training,325
3905,b2:c2:87:e4:22:98,Ziggo,-55,4,training,326
3906,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,326
3907,60:33:4b:e4:c5:69,Netwerk van Joost,-42,4,training,326
3908,fc:ec:da:1a:0a:e9,innovate,-62,4,training,326
3909,84:9c:a6:90:1f:88,Nitro,-75,4,training,326
3910,fe:ec:da:1a:0a:e9,,-64,4,training,326
3911,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,326
3912,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,326
3913,ae:22:15:23:8a:eb,Ziggo,-88,4,training,326
3914,68:02:b8:05:c5:14,Partytime,-91,4,training,326
3915,84:9c:a6:2a:dc:f5,Hanoeman,-92,4,training,326
3916,18:35:d1:2b:3d:61,WillemGM,-93,4,training,326
3917,c8:0e:14:4a:ec:06,Casa del Vino,-82,4,training,326
3918,ac:22:05:23:8a:eb,SRK,-91,4,training,326
3919,e4:57:40:94:e9:cc,Ziggo9553682,-92,4,training,326
3920,84:9c:a6:ad:0b:6c,VGV7519AD0B6C,-92,4,training,326
3921,b2:c2:87:e4:22:98,Ziggo,-43,4,training,327
3922,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,4,training,327
3923,60:33:4b:e4:c5:69,Netwerk van Joost,-40,4,training,327
3924,fc:ec:da:1a:0a:e9,innovate,-63,4,training,327
3925,84:9c:a6:90:1f:88,Nitro,-64,4,training,327
3926,fe:ec:da:1a:0a:e9,,-64,4,training,327
3927,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,327
3928,ae:22:15:23:8a:eb,Ziggo,-90,4,training,327
3929,68:02:b8:05:c5:14,Partytime,-89,4,training,327
3930,c8:0e:14:4a:ec:06,Casa del Vino,-82,4,training,327
3931,ac:22:05:23:8a:eb,SRK,-91,4,training,327
3932,e4:57:40:94:e9:cc,Ziggo9553682,-92,4,training,327
3933,84:9c:a6:ad:0b:6c,VGV7519AD0B6C,-92,4,training,327
3934,b2:c2:87:e4:22:98,Ziggo,-39,4,training,328
3935,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-40,4,training,328
3936,60:33:4b:e4:c5:69,Netwerk van Joost,-48,4,training,328
3937,fc:ec:da:1a:0a:e9,innovate,-59,4,training,328
3938,84:9c:a6:90:1f:88,Nitro,-75,4,training,328
3939,fe:ec:da:1a:0a:e9,,-64,4,training,328
3940,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,328
3941,ae:22:15:23:8a:eb,Ziggo,-90,4,training,328
3942,68:02:b8:05:c5:14,Partytime,-89,4,training,328
3943,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,328
3944,ac:22:05:23:8a:eb,SRK,-87,4,training,328
3945,e4:57:40:94:e9:cc,Ziggo9553682,-92,4,training,328
3946,84:9c:a6:ad:0b:6c,VGV7519AD0B6C,-92,4,training,328
3947,5a:d3:43:6c:63:b9,Ziggo,-88,4,training,328
3948,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,4,training,328
3949,b2:c2:87:e4:22:98,Ziggo,-38,4,training,329
3950,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,329
3951,60:33:4b:e4:c5:69,Netwerk van Joost,-44,4,training,329
3952,fc:ec:da:1a:0a:e9,innovate,-59,4,training,329
3953,84:9c:a6:90:1f:88,Nitro,-72,4,training,329
3954,fe:ec:da:1a:0a:e9,,-60,4,training,329
3955,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,329
3956,ae:22:15:23:8a:eb,Ziggo,-90,4,training,329
3957,68:02:b8:05:c5:14,Partytime,-90,4,training,329
3958,c8:0e:14:4a:ec:06,Casa del Vino,-82,4,training,329
3959,ac:22:05:23:8a:eb,SRK,-87,4,training,329
3960,84:9c:a6:ad:0b:6c,VGV7519AD0B6C,-92,4,training,329
3961,5a:d3:43:6c:63:b9,Ziggo,-88,4,training,329
3962,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,4,training,329
3963,18:35:d1:2b:3d:61,WillemGM,-91,4,training,329
3964,b2:c2:87:e4:22:98,Ziggo,-37,4,training,330
3965,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-36,4,training,330
3966,60:33:4b:e4:c5:69,Netwerk van Joost,-41,4,training,330
3967,fc:ec:da:1a:0a:e9,innovate,-59,4,training,330
3968,84:9c:a6:90:1f:88,Nitro,-72,4,training,330
3969,fe:ec:da:1a:0a:e9,,-59,4,training,330
3970,ae:22:15:23:8a:eb,Ziggo,-90,4,training,330
3971,68:02:b8:05:c5:14,Partytime,-90,4,training,330
3972,c8:0e:14:4a:ec:06,Casa del Vino,-82,4,training,330
3973,ac:22:05:23:8a:eb,SRK,-87,4,training,330
3974,5a:d3:43:6c:63:b9,Ziggo,-92,4,training,330
3975,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,4,training,330
3976,18:35:d1:2b:3d:61,WillemGM,-91,4,training,330
3977,50:7e:5d:4a:ba:42,VGV75194ABA42,-91,4,training,330
3978,48:d3:43:6c:63:b9,Ziggo9056710,-93,4,training,330
3979,b2:c2:87:e4:22:98,Ziggo,-38,4,training,331
3980,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-37,4,training,331
3981,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,331
3982,fc:ec:da:1a:0a:e9,innovate,-52,4,training,331
3983,84:9c:a6:90:1f:88,Nitro,-68,4,training,331
3984,fe:ec:da:1a:0a:e9,,-59,4,training,331
3985,ae:22:15:23:8a:eb,Ziggo,-92,4,training,331
3986,68:02:b8:05:c5:14,Partytime,-90,4,training,331
3987,c8:0e:14:4a:ec:06,Casa del Vino,-82,4,training,331
3988,ac:22:05:23:8a:eb,SRK,-87,4,training,331
3989,5a:d3:43:6c:63:b9,Ziggo,-92,4,training,331
3990,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,4,training,331
3991,18:35:d1:2b:3d:61,WillemGM,-91,4,training,331
3992,50:7e:5d:4a:ba:42,VGV75194ABA42,-91,4,training,331
3993,48:d3:43:6c:63:b9,Ziggo9056710,-93,4,training,331
3994,b2:c2:87:e4:22:98,Ziggo,-40,4,training,332
3995,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-40,4,training,332
3996,60:33:4b:e4:c5:69,Netwerk van Joost,-46,4,training,332
3997,fc:ec:da:1a:0a:e9,innovate,-51,4,training,332
3998,84:9c:a6:90:1f:88,Nitro,-67,4,training,332
3999,fe:ec:da:1a:0a:e9,,-59,4,training,332
4000,ae:22:15:23:8a:eb,Ziggo,-92,4,training,332
4001,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,4,training,332
4002,68:02:b8:05:a1:fd,Ziggo4211383,-92,4,training,332
4003,b2:c2:87:e4:22:98,Ziggo,-42,4,training,333
4004,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,4,training,333
4005,60:33:4b:e4:c5:69,Netwerk van Joost,-46,4,training,333
4006,fc:ec:da:1a:0a:e9,innovate,-50,4,training,333
4007,84:9c:a6:90:1f:88,Nitro,-67,4,training,333
4008,fe:ec:da:1a:0a:e9,,-51,4,training,333
4009,ae:22:15:23:8a:eb,Ziggo,-92,4,training,333
4010,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,4,training,333
4011,68:02:b8:05:a1:fd,Ziggo4211383,-92,4,training,333
4012,b2:c2:87:e4:22:98,Ziggo,-47,4,training,334
4013,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,4,training,334
4014,60:33:4b:e4:c5:69,Netwerk van Joost,-42,4,training,334
4015,fc:ec:da:1a:0a:e9,innovate,-50,4,training,334
4016,84:9c:a6:90:1f:88,Nitro,-67,4,training,334
4017,fe:ec:da:1a:0a:e9,,-51,4,training,334
4018,ae:22:15:23:8a:eb,Ziggo,-92,4,training,334
4019,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,4,training,334
4020,68:02:b8:05:a1:fd,Ziggo4211383,-92,4,training,334
4021,c8:0e:14:4a:ec:06,Casa del Vino,-85,4,training,334
4022,b2:c2:87:e4:22:98,Ziggo,-43,4,training,335
4023,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-43,4,training,335
4024,60:33:4b:e4:c5:69,Netwerk van Joost,-43,4,training,335
4025,fc:ec:da:1a:0a:e9,innovate,-50,4,training,335
4026,84:9c:a6:90:1f:88,Nitro,-67,4,training,335
4027,fe:ec:da:1a:0a:e9,,-51,4,training,335
4028,ae:22:15:23:8a:eb,Ziggo,-92,4,training,335
4029,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,4,training,335
4030,68:02:b8:05:a1:fd,Ziggo4211383,-92,4,training,335
4031,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,335
4032,b2:c2:87:e4:22:98,Ziggo,-44,4,training,336
4033,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,4,training,336
4034,60:33:4b:e4:c5:69,Netwerk van Joost,-43,4,training,336
4035,fc:ec:da:1a:0a:e9,innovate,-50,4,training,336
4036,84:9c:a6:90:1f:88,Nitro,-68,4,training,336
4037,fe:ec:da:1a:0a:e9,,-51,4,training,336
4038,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-90,4,training,336
4039,68:02:b8:05:a1:fd,Ziggo4211383,-92,4,training,336
4040,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,336
4041,b2:c2:87:e4:22:98,Ziggo,-44,4,training,337
4042,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,4,training,337
4043,60:33:4b:e4:c5:69,Netwerk van Joost,-43,4,training,337
4044,fc:ec:da:1a:0a:e9,innovate,-53,4,training,337
4045,84:9c:a6:90:1f:88,Nitro,-66,4,training,337
4046,fe:ec:da:1a:0a:e9,,-53,4,training,337
4047,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-90,4,training,337
4048,68:02:b8:05:a1:fd,Ziggo4211383,-91,4,training,337
4049,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,337
4050,b2:c2:87:e4:22:98,Ziggo,-41,4,training,338
4051,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,4,training,338
4052,60:33:4b:e4:c5:69,Netwerk van Joost,-42,4,training,338
4053,fc:ec:da:1a:0a:e9,innovate,-55,4,training,338
4054,84:9c:a6:90:1f:88,Nitro,-66,4,training,338
4055,fe:ec:da:1a:0a:e9,,-53,4,training,338
4056,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-90,4,training,338
4057,68:02:b8:05:a1:fd,Ziggo4211383,-91,4,training,338
4058,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,338
4059,6a:02:98:05:a1:fd,Ziggo,-94,4,training,338
4060,b2:c2:87:e4:22:98,Ziggo,-46,4,training,339
4061,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-55,4,training,339
4062,60:33:4b:e4:c5:69,Netwerk van Joost,-44,4,training,339
4063,fc:ec:da:1a:0a:e9,innovate,-53,4,training,339
4064,84:9c:a6:90:1f:88,Nitro,-68,4,training,339
4065,fe:ec:da:1a:0a:e9,,-53,4,training,339
4066,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-90,4,training,339
4067,68:02:b8:05:a1:fd,Ziggo4211383,-91,4,training,339
4068,c8:0e:14:4a:ec:06,Casa del Vino,-86,4,training,339
4069,6a:02:98:05:a1:fd,Ziggo,-94,4,training,339
4070,b2:c2:87:e4:22:98,Ziggo,-39,4,training,340
4071,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-39,4,training,340
4072,60:33:4b:e4:c5:69,Netwerk van Joost,-39,4,training,340
4073,fc:ec:da:1a:0a:e9,innovate,-54,4,training,340
4074,84:9c:a6:90:1f:88,Nitro,-72,4,training,340
