ID,BSSID,SSID,RSSI,cellID,type,scanID
1,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-43,6,training,1
2,b2:c2:87:e4:22:98,Ziggo,-41,6,training,1
3,60:33:4b:e4:c5:69,Netwerk van Joost,-49,6,training,1
4,fc:ec:da:1a:0a:e9,innovate,-63,6,training,1
5,84:9c:a6:90:1f:88,Nitro,-58,6,training,1
6,fe:ec:da:1a:0a:e9,,-63,6,training,1
7,6a:02:98:05:a1:fd,Ziggo,-88,6,training,1
8,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,6,training,2
9,b2:c2:87:e4:22:98,Ziggo,-46,6,training,2
10,60:33:4b:e4:c5:69,Netwerk van Joost,-51,6,training,2
11,fc:ec:da:1a:0a:e9,innovate,-63,6,training,2
12,84:9c:a6:90:1f:88,Nitro,-71,6,training,2
13,fe:ec:da:1a:0a:e9,,-63,6,training,2
14,6a:02:98:05:a1:fd,Ziggo,-90,6,training,2
15,ae:22:15:23:8a:eb,Ziggo,-81,6,training,2
16,ac:22:05:23:8a:eb,SRK,-81,6,training,2
17,6a:02:98:05:c5:14,Ziggo,-91,6,training,2
18,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-91,6,training,2
19,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,6,training,3
20,b2:c2:87:e4:22:98,Ziggo,-46,6,training,3
21,60:33:4b:e4:c5:69,Netwerk van Joost,-51,6,training,3
22,fc:ec:da:1a:0a:e9,innovate,-62,6,training,3
23,84:9c:a6:90:1f:88,Nitro,-73,6,training,3
24,fe:ec:da:1a:0a:e9,,-63,6,training,3
25,6a:02:98:05:a1:fd,Ziggo,-88,6,training,3
26,ae:22:15:23:8a:eb,Ziggo,-81,6,training,3
27,ac:22:05:23:8a:eb,SRK,-81,6,training,3
28,6a:02:98:05:c5:14,Ziggo,-90,6,training,3
29,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-91,6,training,3
30,68:02:b8:05:a1:fd,Ziggo4211383,-89,6,training,3
31,68:02:b8:05:c5:14,Partytime,-91,6,training,3
32,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,6,training,4
33,b2:c2:87:e4:22:98,Ziggo,-46,6,training,4
34,60:33:4b:e4:c5:69,Netwerk van Joost,-52,6,training,4
35,fc:ec:da:1a:0a:e9,innovate,-65,6,training,4
36,84:9c:a6:90:1f:88,Nitro,-71,6,training,4
37,fe:ec:da:1a:0a:e9,,-66,6,training,4
38,6a:02:98:05:a1:fd,Ziggo,-88,6,training,4
39,ae:22:15:23:8a:eb,Ziggo,-81,6,training,4
40,ac:22:05:23:8a:eb,SRK,-81,6,training,4
41,6a:02:98:05:c5:14,Ziggo,-90,6,training,4
42,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,6,training,4
43,68:02:b8:05:a1:fd,Ziggo4211383,-89,6,training,4
44,68:02:b8:05:c5:14,Partytime,-90,6,training,4
45,f6:57:40:94:e9:cc,Ziggo,-86,6,training,4
46,2a:35:d1:2b:3d:61,Ziggo,-90,6,training,4
47,38:d8:2f:0e:8f:0b,H368N0E8F0B,-90,6,training,4
48,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,6,training,5
49,b2:c2:87:e4:22:98,Ziggo,-45,6,training,5
50,60:33:4b:e4:c5:69,Netwerk van Joost,-51,6,training,5
51,fc:ec:da:1a:0a:e9,innovate,-64,6,training,5
52,84:9c:a6:90:1f:88,Nitro,-72,6,training,5
53,fe:ec:da:1a:0a:e9,,-66,6,training,5
54,6a:02:98:05:a1:fd,Ziggo,-88,6,training,5
55,ae:22:15:23:8a:eb,Ziggo,-80,6,training,5
56,ac:22:05:23:8a:eb,SRK,-80,6,training,5
57,6a:02:98:05:c5:14,Ziggo,-92,6,training,5
58,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,6,training,5
59,68:02:b8:05:a1:fd,Ziggo4211383,-90,6,training,5
60,68:02:b8:05:c5:14,Partytime,-90,6,training,5
61,f6:57:40:94:e9:cc,Ziggo,-86,6,training,5
62,2a:35:d1:2b:3d:61,Ziggo,-90,6,training,5
63,38:d8:2f:0e:8f:0b,H368N0E8F0B,-90,6,training,5
64,48:d3:43:fd:59:19,Ziggo7431744,-94,6,training,5
65,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-50,6,training,6
66,b2:c2:87:e4:22:98,Ziggo,-50,6,training,6
67,60:33:4b:e4:c5:69,Netwerk van Joost,-51,6,training,6
68,fc:ec:da:1a:0a:e9,innovate,-65,6,training,6
69,84:9c:a6:90:1f:88,Nitro,-79,6,training,6
70,fe:ec:da:1a:0a:e9,,-66,6,training,6
71,6a:02:98:05:a1:fd,Ziggo,-87,6,training,6
72,ae:22:15:23:8a:eb,Ziggo,-80,6,training,6
73,ac:22:05:23:8a:eb,SRK,-80,6,training,6
74,6a:02:98:05:c5:14,Ziggo,-92,6,training,6
75,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,6,training,6
76,68:02:b8:05:a1:fd,Ziggo4211383,-87,6,training,6
77,68:02:b8:05:c5:14,Partytime,-90,6,training,6
78,f6:57:40:94:e9:cc,Ziggo,-86,6,training,6
79,2a:35:d1:2b:3d:61,Ziggo,-90,6,training,6
80,38:d8:2f:0e:8f:0b,H368N0E8F0B,-90,6,training,6
81,48:d3:43:fd:59:19,Ziggo7431744,-94,6,training,6
82,ba:d5:26:e4:8c:71,,-92,6,training,6
83,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-54,6,training,7
84,b2:c2:87:e4:22:98,Ziggo,-54,6,training,7
85,60:33:4b:e4:c5:69,Netwerk van Joost,-51,6,training,7
86,fc:ec:da:1a:0a:e9,innovate,-68,6,training,7
87,84:9c:a6:90:1f:88,Nitro,-78,6,training,7
88,fe:ec:da:1a:0a:e9,,-67,6,training,7
89,6a:02:98:05:a1:fd,Ziggo,-84,6,training,7
90,ae:22:15:23:8a:eb,Ziggo,-80,6,training,7
91,ac:22:05:23:8a:eb,SRK,-80,6,training,7
92,6a:02:98:05:c5:14,Ziggo,-92,6,training,7
93,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,7
94,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,7
95,68:02:b8:05:c5:14,Partytime,-90,6,training,7
96,f6:57:40:94:e9:cc,Ziggo,-86,6,training,7
97,2a:35:d1:2b:3d:61,Ziggo,-90,6,training,7
98,38:d8:2f:0e:8f:0b,H368N0E8F0B,-90,6,training,7
99,48:d3:43:fd:59:19,Ziggo7431744,-94,6,training,7
100,ba:d5:26:e4:8c:71,,-92,6,training,7
101,18:35:d1:2b:3d:61,WillemGM,-91,6,training,7
102,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,7
103,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-53,6,training,8
104,b2:c2:87:e4:22:98,Ziggo,-49,6,training,8
105,60:33:4b:e4:c5:69,Netwerk van Joost,-50,6,training,8
106,fc:ec:da:1a:0a:e9,innovate,-65,6,training,8
107,84:9c:a6:90:1f:88,Nitro,-73,6,training,8
108,fe:ec:da:1a:0a:e9,,-67,6,training,8
109,6a:02:98:05:a1:fd,Ziggo,-84,6,training,8
110,ae:22:15:23:8a:eb,Ziggo,-80,6,training,8
111,ac:22:05:23:8a:eb,SRK,-81,6,training,8
112,6a:02:98:05:c5:14,Ziggo,-92,6,training,8
113,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,8
114,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,8
115,68:02:b8:05:c5:14,Partytime,-90,6,training,8
116,48:d3:43:fd:59:19,Ziggo7431744,-94,6,training,8
117,ba:d5:26:e4:8c:71,,-92,6,training,8
118,18:35:d1:2b:3d:61,WillemGM,-91,6,training,8
119,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,8
120,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-53,6,training,9
121,b2:c2:87:e4:22:98,Ziggo,-51,6,training,9
122,60:33:4b:e4:c5:69,Netwerk van Joost,-50,6,training,9
123,fc:ec:da:1a:0a:e9,innovate,-66,6,training,9
124,84:9c:a6:90:1f:88,Nitro,-73,6,training,9
125,fe:ec:da:1a:0a:e9,,-67,6,training,9
126,6a:02:98:05:a1:fd,Ziggo,-84,6,training,9
127,ae:22:15:23:8a:eb,Ziggo,-80,6,training,9
128,ac:22:05:23:8a:eb,SRK,-81,6,training,9
129,6a:02:98:05:c5:14,Ziggo,-92,6,training,9
130,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,9
131,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,9
132,68:02:b8:05:c5:14,Partytime,-90,6,training,9
133,48:d3:43:fd:59:19,Ziggo7431744,-94,6,training,9
134,ba:d5:26:e4:8c:71,,-92,6,training,9
135,18:35:d1:2b:3d:61,WillemGM,-91,6,training,9
136,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,9
137,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-54,6,training,10
138,b2:c2:87:e4:22:98,Ziggo,-53,6,training,10
139,60:33:4b:e4:c5:69,Netwerk van Joost,-49,6,training,10
140,fc:ec:da:1a:0a:e9,innovate,-67,6,training,10
141,84:9c:a6:90:1f:88,Nitro,-77,6,training,10
142,fe:ec:da:1a:0a:e9,,-67,6,training,10
143,6a:02:98:05:a1:fd,Ziggo,-84,6,training,10
144,ae:22:15:23:8a:eb,Ziggo,-87,6,training,10
145,ac:22:05:23:8a:eb,SRK,-81,6,training,10
146,6a:02:98:05:c5:14,Ziggo,-92,6,training,10
147,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,6,training,10
148,68:02:b8:05:a1:fd,Ziggo4211383,-87,6,training,10
149,ba:d5:26:e4:8c:71,,-92,6,training,10
150,18:35:d1:2b:3d:61,WillemGM,-90,6,training,10
151,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,10
152,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-50,6,training,11
153,b2:c2:87:e4:22:98,Ziggo,-52,6,training,11
154,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,11
155,fc:ec:da:1a:0a:e9,innovate,-67,6,training,11
156,84:9c:a6:90:1f:88,Nitro,-76,6,training,11
157,fe:ec:da:1a:0a:e9,,-67,6,training,11
158,6a:02:98:05:a1:fd,Ziggo,-85,6,training,11
159,ae:22:15:23:8a:eb,Ziggo,-80,6,training,11
160,ac:22:05:23:8a:eb,SRK,-79,6,training,11
161,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,6,training,11
162,68:02:b8:05:a1:fd,Ziggo4211383,-85,6,training,11
163,18:35:d1:2b:3d:61,WillemGM,-90,6,training,11
164,2a:35:d1:2b:3d:61,Ziggo,-89,6,training,11
165,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,11
166,36:2c:94:d4:1f:f6,Ziggo,-92,6,training,11
167,00:0c:f6:e4:2d:f2,SitecomE42DF2,-92,6,training,11
168,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-50,6,training,12
169,b2:c2:87:e4:22:98,Ziggo,-51,6,training,12
170,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,12
171,fc:ec:da:1a:0a:e9,innovate,-71,6,training,12
172,84:9c:a6:90:1f:88,Nitro,-68,6,training,12
173,fe:ec:da:1a:0a:e9,,-67,6,training,12
174,6a:02:98:05:a1:fd,Ziggo,-85,6,training,12
175,ae:22:15:23:8a:eb,Ziggo,-78,6,training,12
176,ac:22:05:23:8a:eb,SRK,-79,6,training,12
177,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,6,training,12
178,68:02:b8:05:a1:fd,Ziggo4211383,-85,6,training,12
179,18:35:d1:2b:3d:61,WillemGM,-90,6,training,12
180,2a:35:d1:2b:3d:61,Ziggo,-89,6,training,12
181,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,12
182,36:2c:94:d4:1f:f6,Ziggo,-92,6,training,12
183,00:0c:f6:e4:2d:f2,SitecomE42DF2,-92,6,training,12
184,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-50,6,training,13
185,b2:c2:87:e4:22:98,Ziggo,-50,6,training,13
186,60:33:4b:e4:c5:69,Netwerk van Joost,-48,6,training,13
187,fc:ec:da:1a:0a:e9,innovate,-70,6,training,13
188,84:9c:a6:90:1f:88,Nitro,-76,6,training,13
189,fe:ec:da:1a:0a:e9,,-67,6,training,13
190,6a:02:98:05:a1:fd,Ziggo,-84,6,training,13
191,ae:22:15:23:8a:eb,Ziggo,-78,6,training,13
192,ac:22:05:23:8a:eb,SRK,-79,6,training,13
193,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,6,training,13
194,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,13
195,18:35:d1:2b:3d:61,WillemGM,-90,6,training,13
196,2a:35:d1:2b:3d:61,Ziggo,-89,6,training,13
197,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,13
198,36:2c:94:d4:1f:f6,Ziggo,-92,6,training,13
199,00:0c:f6:e4:2d:f2,SitecomE42DF2,-92,6,training,13
200,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-52,6,training,14
201,b2:c2:87:e4:22:98,Ziggo,-53,6,training,14
202,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,14
203,fc:ec:da:1a:0a:e9,innovate,-69,6,training,14
204,84:9c:a6:90:1f:88,Nitro,-77,6,training,14
205,fe:ec:da:1a:0a:e9,,-67,6,training,14
206,6a:02:98:05:a1:fd,Ziggo,-84,6,training,14
207,ae:22:15:23:8a:eb,Ziggo,-78,6,training,14
208,ac:22:05:23:8a:eb,SRK,-78,6,training,14
209,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,6,training,14
210,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,14
211,2a:35:d1:2b:3d:61,Ziggo,-89,6,training,14
212,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,14
213,36:2c:94:d4:1f:f6,Ziggo,-92,6,training,14
214,00:0c:f6:e4:2d:f2,SitecomE42DF2,-92,6,training,14
215,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-53,6,training,15
216,b2:c2:87:e4:22:98,Ziggo,-53,6,training,15
217,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,15
218,fc:ec:da:1a:0a:e9,innovate,-69,6,training,15
219,84:9c:a6:90:1f:88,Nitro,-82,6,training,15
220,fe:ec:da:1a:0a:e9,,-67,6,training,15
221,6a:02:98:05:a1:fd,Ziggo,-84,6,training,15
222,ae:22:15:23:8a:eb,Ziggo,-78,6,training,15
223,ac:22:05:23:8a:eb,SRK,-78,6,training,15
224,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,6,training,15
225,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,15
226,2a:35:d1:2b:3d:61,Ziggo,-89,6,training,15
227,00:0c:f6:e4:2d:f2,SitecomE42DF2,-92,6,training,15
228,18:35:d1:2b:3d:61,WillemGM,-88,6,training,15
229,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-49,6,training,16
230,b2:c2:87:e4:22:98,Ziggo,-48,6,training,16
231,60:33:4b:e4:c5:69,Netwerk van Joost,-45,6,training,16
232,fc:ec:da:1a:0a:e9,innovate,-69,6,training,16
233,84:9c:a6:90:1f:88,Nitro,-79,6,training,16
234,fe:ec:da:1a:0a:e9,,-69,6,training,16
235,6a:02:98:05:a1:fd,Ziggo,-84,6,training,16
236,ae:22:15:23:8a:eb,Ziggo,-77,6,training,16
237,ac:22:05:23:8a:eb,SRK,-78,6,training,16
238,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,16
239,2a:35:d1:2b:3d:61,Ziggo,-89,6,training,16
240,18:35:d1:2b:3d:61,WillemGM,-88,6,training,16
241,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-52,6,training,17
242,b2:c2:87:e4:22:98,Ziggo,-52,6,training,17
243,60:33:4b:e4:c5:69,Netwerk van Joost,-45,6,training,17
244,fc:ec:da:1a:0a:e9,innovate,-70,6,training,17
245,84:9c:a6:90:1f:88,Nitro,-78,6,training,17
246,fe:ec:da:1a:0a:e9,,-69,6,training,17
247,6a:02:98:05:a1:fd,Ziggo,-84,6,training,17
248,ae:22:15:23:8a:eb,Ziggo,-78,6,training,17
249,ac:22:05:23:8a:eb,SRK,-78,6,training,17
250,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,17
251,18:35:d1:2b:3d:61,WillemGM,-88,6,training,17
252,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-53,6,training,18
253,b2:c2:87:e4:22:98,Ziggo,-53,6,training,18
254,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,18
255,fc:ec:da:1a:0a:e9,innovate,-71,6,training,18
256,84:9c:a6:90:1f:88,Nitro,-78,6,training,18
257,fe:ec:da:1a:0a:e9,,-71,6,training,18
258,6a:02:98:05:a1:fd,Ziggo,-84,6,training,18
259,ae:22:15:23:8a:eb,Ziggo,-77,6,training,18
260,ac:22:05:23:8a:eb,SRK,-78,6,training,18
261,68:02:b8:05:a1:fd,Ziggo4211383,-84,6,training,18
262,18:35:d1:2b:3d:61,WillemGM,-88,6,training,18
263,50:7e:5d:4a:ba:42,VGV75194ABA42,-87,6,training,18
264,6a:02:98:05:c5:14,Ziggo,-90,6,training,18
265,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-55,6,training,19
266,b2:c2:87:e4:22:98,Ziggo,-55,6,training,19
267,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,19
268,fc:ec:da:1a:0a:e9,innovate,-69,6,training,19
269,84:9c:a6:90:1f:88,Nitro,-76,6,training,19
270,fe:ec:da:1a:0a:e9,,-69,6,training,19
271,6a:02:98:05:a1:fd,Ziggo,-84,6,training,19
272,ae:22:15:23:8a:eb,Ziggo,-80,6,training,19
273,ac:22:05:23:8a:eb,SRK,-81,6,training,19
274,68:02:b8:05:a1:fd,Ziggo4211383,-90,6,training,19
275,18:35:d1:2b:3d:61,WillemGM,-88,6,training,19
276,50:7e:5d:4a:ba:42,VGV75194ABA42,-87,6,training,19
277,6a:02:98:05:c5:14,Ziggo,-90,6,training,19
278,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-50,6,training,20
279,b2:c2:87:e4:22:98,Ziggo,-50,6,training,20
280,60:33:4b:e4:c5:69,Netwerk van Joost,-46,6,training,20
281,fc:ec:da:1a:0a:e9,innovate,-70,6,training,20
282,84:9c:a6:90:1f:88,Nitro,-76,6,training,20
283,fe:ec:da:1a:0a:e9,,-69,6,training,20
284,6a:02:98:05:a1:fd,Ziggo,-84,6,training,20
285,ae:22:15:23:8a:eb,Ziggo,-80,6,training,20
286,ac:22:05:23:8a:eb,SRK,-81,6,training,20
287,68:02:b8:05:a1:fd,Ziggo4211383,-90,6,training,20
288,18:35:d1:2b:3d:61,WillemGM,-90,6,training,20
289,50:7e:5d:4a:ba:42,VGV75194ABA42,-87,6,training,20
290,6a:02:98:05:c5:14,Ziggo,-90,6,training,20
291,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-35,6,training,20
292,b2:c2:87:e4:22:98,Ziggo,-35,6,training,20
293,60:33:4b:e4:c5:69,Netwerk van Joost,-45,6,training,20
294,fc:ec:da:1a:0a:e9,innovate,-61,6,training,20
295,84:9c:a6:90:1f:88,Nitro,-67,6,training,20
296,fe:ec:da:1a:0a:e9,,-61,6,training,20
297,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,6,training,20
298,68:02:b8:05:c5:14,Partytime,-86,6,training,20
299,ac:22:05:2b:83:59,Ziggo3C8CB58,-88,6,training,20
300,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,20
301,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,6,training,20
302,b2:c2:87:e4:22:98,Ziggo,-41,6,training,20
303,60:33:4b:e4:c5:69,Netwerk van Joost,-44,6,training,20
304,fc:ec:da:1a:0a:e9,innovate,-63,6,training,20
305,84:9c:a6:90:1f:88,Nitro,-75,6,training,20
306,fe:ec:da:1a:0a:e9,,-61,6,training,20
307,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,6,training,20
308,68:02:b8:05:c5:14,Partytime,-86,6,training,20
309,ac:22:05:2b:83:59,Ziggo3C8CB58,-88,6,training,20
310,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,20
311,68:02:b8:05:a1:fd,Ziggo4211383,-85,6,training,20
312,6a:02:98:05:a1:fd,Ziggo,-85,6,training,20
313,84:9c:a6:2a:dc:f5,Hanoeman,-92,6,training,20
314,64:13:6c:2e:f9:f7,TELE2-2EF9F6_2.4G,-92,6,training,20
315,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,6,training,20
316,b2:c2:87:e4:22:98,Ziggo,-41,6,training,20
317,60:33:4b:e4:c5:69,Netwerk van Joost,-42,6,training,20
318,fc:ec:da:1a:0a:e9,innovate,-63,6,training,20
319,84:9c:a6:90:1f:88,Nitro,-77,6,training,20
320,fe:ec:da:1a:0a:e9,,-63,6,training,20
321,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,6,training,20
322,68:02:b8:05:c5:14,Partytime,-86,6,training,20
323,ac:22:05:2b:83:59,Ziggo3C8CB58,-88,6,training,20
324,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,20
325,68:02:b8:05:a1:fd,Ziggo4211383,-88,6,training,20
326,6a:02:98:05:a1:fd,Ziggo,-88,6,training,20
327,84:9c:a6:2a:dc:f5,Hanoeman,-92,6,training,20
328,64:13:6c:2e:f9:f7,TELE2-2EF9F6_2.4G,-92,6,training,20
329,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,6,training,20
330,b2:c2:87:e4:22:98,Ziggo,-47,6,training,20
331,60:33:4b:e4:c5:69,Netwerk van Joost,-43,6,training,20
332,fc:ec:da:1a:0a:e9,innovate,-68,6,training,20
333,84:9c:a6:90:1f:88,Nitro,-75,6,training,20
334,fe:ec:da:1a:0a:e9,,-68,6,training,20
335,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,6,training,20
336,48:d3:43:6c:63:b9,Ziggo9056710,-91,6,training,20
337,68:02:b8:05:a1:fd,Ziggo4211383,-88,6,training,20
338,6a:02:98:05:a1:fd,Ziggo,-87,6,training,20
339,84:9c:a6:2a:dc:f5,Hanoeman,-92,6,training,20
340,64:13:6c:2e:f9:f7,TELE2-2EF9F6_2.4G,-92,6,training,20
341,ac:22:05:23:8a:eb,SRK,-77,6,training,20
342,ae:22:15:23:8a:eb,Ziggo,-77,6,training,20
343,c8:0e:14:4a:ec:06,Casa del Vino,-89,6,training,20
344,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,6,training,20
345,b2:c2:87:e4:22:98,Ziggo,-44,6,training,20
346,60:33:4b:e4:c5:69,Netwerk van Joost,-44,6,training,20
347,fc:ec:da:1a:0a:e9,innovate,-69,6,training,20
348,84:9c:a6:90:1f:88,Nitro,-72,6,training,20
349,fe:ec:da:1a:0a:e9,,-68,6,training,20
350,68:02:b8:05:a1:fd,Ziggo4211383,-85,6,training,20
351,6a:02:98:05:a1:fd,Ziggo,-85,6,training,20
352,84:9c:a6:2a:dc:f5,Hanoeman,-92,6,training,20
353,64:13:6c:2e:f9:f7,TELE2-2EF9F6_2.4G,-92,6,training,20
354,ac:22:05:23:8a:eb,SRK,-80,6,training,20
355,ae:22:15:23:8a:eb,Ziggo,-81,6,training,20
356,c8:0e:14:4a:ec:06,Casa del Vino,-89,6,training,20
357,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-42,6,training,21
358,b2:c2:87:e4:22:98,Ziggo,-42,6,training,21
359,60:33:4b:e4:c5:69,Netwerk van Joost,-47,6,training,21
360,fc:ec:da:1a:0a:e9,innovate,-68,6,training,21
361,84:9c:a6:90:1f:88,Nitro,-76,6,training,21
362,ae:22:15:23:8a:eb,Ziggo,-86,6,training,21
363,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,21
364,38:d8:2f:11:34:b0,H368N1134B0,-88,6,training,21
365,68:02:b8:05:c5:14,Partytime,-88,6,training,21
366,52:d8:2f:11:34:b1,KPN Fon,-88,6,training,21
367,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,21
368,f6:57:40:94:e9:cc,Ziggo,-92,6,training,21
369,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,6,training,22
370,b2:c2:87:e4:22:98,Ziggo,-46,6,training,22
371,60:33:4b:e4:c5:69,Netwerk van Joost,-43,6,training,22
372,fc:ec:da:1a:0a:e9,innovate,-68,6,training,22
373,84:9c:a6:90:1f:88,Nitro,-79,6,training,22
374,ae:22:15:23:8a:eb,Ziggo,-90,6,training,22
375,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,22
376,38:d8:2f:11:34:b0,H368N1134B0,-88,6,training,22
377,68:02:b8:05:c5:14,Partytime,-88,6,training,22
378,52:d8:2f:11:34:b1,KPN Fon,-88,6,training,22
379,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,22
380,f6:57:40:94:e9:cc,Ziggo,-92,6,training,22
381,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-45,6,training,23
382,b2:c2:87:e4:22:98,Ziggo,-45,6,training,23
383,60:33:4b:e4:c5:69,Netwerk van Joost,-44,6,training,23
384,fc:ec:da:1a:0a:e9,innovate,-68,6,training,23
385,84:9c:a6:90:1f:88,Nitro,-78,6,training,23
386,ae:22:15:23:8a:eb,Ziggo,-90,6,training,23
387,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,23
388,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,23
389,f6:57:40:94:e9:cc,Ziggo,-92,6,training,23
390,fe:ec:da:1a:0a:e9,,-68,6,training,23
391,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,6,training,24
392,b2:c2:87:e4:22:98,Ziggo,-56,6,training,24
393,60:33:4b:e4:c5:69,Netwerk van Joost,-44,6,training,24
394,fc:ec:da:1a:0a:e9,innovate,-68,6,training,24
395,84:9c:a6:90:1f:88,Nitro,-77,6,training,24
396,ae:22:15:23:8a:eb,Ziggo,-90,6,training,24
397,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-85,6,training,24
398,5a:d3:43:6c:63:b9,Ziggo,-92,6,training,24
399,f6:57:40:94:e9:cc,Ziggo,-92,6,training,24
400,fe:ec:da:1a:0a:e9,,-68,6,training,24
401,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,6,training,25
402,b2:c2:87:e4:22:98,Ziggo,-48,6,training,25
403,60:33:4b:e4:c5:69,Netwerk van Joost,-45,6,training,25
404,fc:ec:da:1a:0a:e9,innovate,-67,6,training,25
405,84:9c:a6:90:1f:88,Nitro,-74,6,training,25
406,ae:22:15:23:8a:eb,Ziggo,-89,6,training,25
407,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,6,training,25
408,fe:ec:da:1a:0a:e9,,-66,6,training,25
409,68:02:b8:05:a1:fd,Ziggo4211383,-89,6,training,25
410,2a:35:d1:2b:3d:61,Ziggo,-91,6,training,25
411,48:d3:43:6c:63:b9,Ziggo9056710,-93,6,training,25
412,18:35:d1:2b:3d:61,WillemGM,-91,6,training,25
413,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,6,training,26
414,b2:c2:87:e4:22:98,Ziggo,-48,6,training,26
415,60:33:4b:e4:c5:69,Netwerk van Joost,-45,6,training,26
